node_1,neighbor_1,type_1
10.1248/bpb.31.538,"(2S)-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,(2S)-8-Isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethyl-8-(3'-methylbut-2'-enyl)chroman-6-carboxylate",doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethylchroman-6-carboxylate",doi_name
10.1248/bpb.31.538,Gaudichaudianic acid; (2S)-2-methyl-2-(4'methyl-3'-pentenyl)-8-(3''-methyl-2-butenyl)- 2H-1-benzopyran-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"2,2-dimethyl-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,"(2S)-Methyl-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylate",doi_name
10.1016/S0031-9422(01)00431-9,"Methyl (E)-6,7,8-trimethoxycinnamate",doi_name
10.1016/S0031-9422(01)00431-9,Arboreumine,doi_name
10.1016/S0031-9422(01)00431-9,Fagaramide,doi_name
10.1016/S0031-9422(01)00431-9,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,"Methyl 6,7,8-trimethoxydihydrocinnamate",doi_name
10.1016/S0031-9422(01)00431-9,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine",doi_name
10.1590/S0100-40422002000300002,"2α,3α-Dihydroxy-urs-12-en-28-oic acid",doi_name
10.1016/S0031-9422(00)00477-5,Nectandrin B,doi_name
10.1515/znc-2009-11-1212,8-methoxymellein,doi_name
10.1016/S0031-9422(00)00226-0,"10,11-dihydropiperine; Δα,β-dihydropiperine",doi_name
10.1021/jf063451x,"21´-(3,4-Methylenedioxyphenyl)-henicosanoic acid",doi_name
10.1155/2013/835081,urauchimycin A,doi_name
10.1002/ps.1278,20-hydroxyecdysone; polypodine A,doi_name
10.1023/A:1025694720727,germacrene D,doi_name
10.1080/14786410600907002,citrusinine-I,doi_name
10.2174/187152010794728620,"22-hydroxytirucalla-7,24-diene-2,3-dione",doi_name
10.1515/znc-2009-11-1212,Cyclo-(L-Pro-L-Val),doi_name
10.1021/np030530j,Piperaduncine B,doi_name
10.1016/S0031-9422(00)00226-0,"4,5-dihydropiperyline",doi_name
10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl cincholic acid,doi_name
10.1021/np50086a012,"Cusculine; 1,2,3,5,6-pentamethoxy-9-acridone",doi_name
10.1107/S160053680302107X,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",doi_name
10.1590/S0102-695X2007000300003,Amentoflavone,doi_name
10.1002/jobm.200800093,"(22E,24R)-ergosta-4,6,8(14),22-tetraen-3-one",doi_name
10.1016/S0031-9422(99)00132-6,"3-(3',7 '-dimethyl-2',6 '-octadienyl)-4-methoxy-benzoic acid",doi_name
10.1590/S0103-50532005000300018,4-metoxi-6-[2-(metilamino)fenil]- 2H-piran-2-ona,doi_name
10.1590/S0103-50532005000800025,fraxinellone,doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin Q",doi_name
10.1023/B:JOEC.0000042400.14451.08,α-eudesmol,doi_name
10.1248/cpb.56.407,2-(R)-Methyl-6-(S)-(tetradecyl-13'-one)-3(R)-O-tert-butyldimethylsilyl-piperidine,doi_name
10.1021/jf063451x,Sargachromenol,doi_name
10.1016/S0031-9422(01)00431-9,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine",doi_name
10.1093/mutage/gep034,"Caseargrewiin F; (1R*,3S*,5S*,6aR*,7S*,8R*,10R*,10aR*)-1,3-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-5-yl Butanoate",doi_name
10.1016/j.jchromb.2012.07.013,[10]-gingerol,doi_name
10.1590/S0100-40422008000400018,Quercetin 3-O-sophoroside,doi_name
10.1016/S0031-9422(00)00477-5,Epi-guaiacin,doi_name
10.1055/s-0029-1185364,Clusifoliol,doi_name
10.1016/0031-9422(90)80024-B,2-(1'-pentenyl)-Quinoline,doi_name
10.1080/14786410903335232,Isobutyl gallate,doi_name
10.1016/j.bmc.2010.12.056,5-hydroxynoracronycine; Atalaphyllidine,doi_name
10.1515/znc-2008-5-611,3-O-methylquercetin,doi_name
10.1016/j.phytochem.2005.06.019,1-O-(E)-feruloyl-β-D-glucopyranoside,doi_name
10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,7-dimethoxyflavone",doi_name
10.2174/187152010794728620,Ocotillone,doi_name
10.1021/jf100233y,Lauryl gallate,doi_name
10.3390/molecules190812031,Isopimpinellin,doi_name
10.1002/ps.1278,shidasterone,doi_name
10.1515/znc-2011-5-607,β-photogedunin,doi_name
10.1021/cc100076k,"Luteolin; 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl sulphide,doi_name
10.1021/np0103970,"3,21-Di-epi-feroniellide B",doi_name
10.1515/znc-2008-5-611,"2α,3α,19α- trihydroxyurs-12-en-28-oic acid",doi_name
10.1016/j.chroma.2009.02.009,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoate",doi_name
10.1021/np030100t,"2-(2'-O-trans-caffeoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1016/j.biortech.2010.01.041,"3,4-dihydroxybenzoic acid geranyl ester",doi_name
10.1248/cpb.56.723,Sorbifolin 6-O-β-glucopyranoside,doi_name
10.3390/molecules15129205,Leptomerine,doi_name
10.1080/14786410600907002,atalaphyllinine,doi_name
10.1021/np100840w,"2,6-di-O-acetylcasearupestrin D",doi_name
10.1016/j.phytochem.2005.06.019,"1,6-di-O-caffeoyl-β-D-glucopyranoside",doi_name
10.1021/np4006822,Mycoleptone A,doi_name
10.1248/bpb.31.538,(2S)-Methyl-8-isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylate,doi_name
10.1016/S0031-9422(01)00431-9,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine",doi_name
10.1016/j.bmc.2010.12.056,Pyranofoline,doi_name
10.1021/jf00030a035,2-methyl-5-pentadecylresorcinol,doi_name
10.1021/np030530j,Methyl taboganate; Methyl 4-hydroxy-3-(3'-methyl-1'-oxo-2'-butenyl)benzoate,doi_name
10.1021/np060254j,(+)-Erythravine,doi_name
10.1002/ps.1278,Isoorientin,doi_name
10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(1,1,4a-trimethyl-2,3,4,4a,9a-hexahydro-1H-xanthen-7-yl)propan-1-one",doi_name
10.1016/S0031-9422(00)00323-X,Mayoside C,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside,doi_name
10.1016/j.phytochem.2005.06.019,1-O-(E)-caffeoyl-β-D-glucopyranoside,doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin D",doi_name
10.1515/znb-2005-0715,Platydesmine,doi_name
10.1021/np049863m,Turbinatine,doi_name
10.1515/znc-2008-5-611,p-hydroxybenzoic acid,doi_name
10.1590/S0102-695X2010005000017,"N-1,N-2,N-3-Triisopentenylguanidine",doi_name
10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside alcohol,doi_name
10.1016/j.chroma.2009.02.066,Xanthyletin,doi_name
10.5935/0103-5053.19960024,11-O-trans-feruloylteucrein,doi_name
10.1016/S0031-9422(01)00079-6,Di(benzyltrithio) methane,doi_name
10.1590/S0100-46702007000300002,Liriodenine,doi_name
10.5935/0100-4042.20140049,3-Oxoursolic acid,doi_name
10.1021/np100840w,Casearupestrin B,doi_name
10.1590/S0100-40422008000400005,Haplotusine,doi_name
10.1016/0031-9422(90)80024-B,2-n-Pentylquinoline,doi_name
10.1021/jf00030a035,"5-[8(Z),11(Z)-pentadecadienyl]resorcinol",doi_name
10.1016/0031-9422(81)80027-1,Piperovatine,doi_name
10.1021/jf063451x,Sargaquinoic acid,doi_name
10.1590/S0102-695X2010005000017,Nitensidine C,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-D-galactopyranoside,doi_name
10.1016/S0031-9422(00)00225-9,Di-hydrodehydrodiconiferyl alcohol,doi_name
10.1248/bpb.31.538,"Methyl-8-hydroxy-2,2-dimethylchroman-6-carboxylate",doi_name
10.1021/jf100233y,n-Propyl gallate,doi_name
10.1016/S0031-9422(03)00153-5,6'-Acetyl-β-D-glucopyranosyldiderroside,doi_name
10.1590/S0102-695X2010000100002,taxifolin,doi_name
10.2174/187152010794728620,Cabraleadiol,doi_name
10.2174/187152010794728620,Acetonide of odoratol,doi_name
10.2174/187152010794728620,toonacilin,doi_name
10.2174/187152010794728620,"6α-acetoxy-14β,15β-epoxyazadirone",doi_name
10.2174/187152010794728620,Odoratone,doi_name
10.2174/187152010794728620,Odoratol,doi_name
10.2174/187152010794728620,Gedunin,doi_name
10.1021/np50086a012,"Cuspanine; 1-hydroxy-2,3,5,6-tetramethoxy-9-acridone",doi_name
10.1080/14786410600907002,5-hydroxy-N-methylseverifoline,doi_name
10.1080/14786410600907002,des-N-methylnoracronycine,doi_name
10.1021/jf063451x,"7,4'-Dihydroxyflavone",doi_name
10.1021/jf063451x,"17-(3,4-Methylenedioxyphenyl)-heptadecanoic acid",doi_name
10.1021/jf063451x,Fasciculiferin,doi_name
10.1021/jf063451x,"Juruenolic acid; 2-(4'-Methylpentenyl-3)-10-oxoundecan-2,6-dienoic acid",doi_name
10.1021/jf063451x,"7,4'-Dimethoxyflavone",doi_name
10.1021/jf063451x,"19´-(3,4-Methylenedioxyphenyl)-nonadecanoic acid",doi_name
10.1021/jf063451x,Farnisine,doi_name
10.1021/jf063451x,Tithonine,doi_name
10.1021/jf063451x,(+)-Guaiacin,doi_name
10.1080/14786410802243271,"1,4-Dihydroxy-2-(3',7'-dimethyl-1'-oxo-2'-E-6'-octadienyl)benzene",doi_name
10.1080/14786410802243271,"4-Hydroxy-(3',7'-dimethyl-1'-oxo-octa-2'-E-6'-dienyl)benzoic acid",doi_name
10.1080/14786410802243271,"Isosakuranetin; 5,7-dihydroxy-4'-methoxyflavanone",doi_name
10.1080/14786410802243271,"Sakuranetin; 5,4'-dihydroxy-7-methoxyflavanone",doi_name
10.1080/14786410802243271,"4-Hydroxy-3-(3',7'-dimethyl-3'-hydroxy-1'-oxo-6'-octenyl)benzoic acid",doi_name
10.1021/np4006822,6-methoxyeugenin,doi_name
10.1021/np4006822,Mycoleptone B,doi_name
10.1021/np4006822,Austdiol diacetate,doi_name
10.1021/np4006822,Austdiol,doi_name
10.1021/np4006822,9-hydroxyeugenin,doi_name
10.1021/np4006822,Eugenitin,doi_name
10.1021/np4006822,Mycoleptone A tetraacetate,doi_name
10.1021/np900644x,12′-hydroxy-7′-multijuguinone,doi_name
10.1021/np900644x,7′-multijuguinone,doi_name
10.1021/np030530j,"4-Hydroxy-3-(3',7'-dimethylocta-2'-E-6'-dienyl)benzoic acid",doi_name
10.1021/np030530j,Methyl 4-hydroxy-3-(3'-methyl-2'-butenyl)benzoate,doi_name
10.1021/np030530j,"2',6'-Dihydroxy-4'-methoxydihydrochalcone",doi_name
10.1021/np030530j,Aduncumene; Methyl 2-methoxy-5-(3'-methyl-1'-oxo-2'-butenyl)benzoate,doi_name
10.1021/np030530j,"Hostmaniene; 4-Hydroxy-3-(2',3'-dihydroxy-3'-methylbutyl)benzoate",doi_name
10.1021/np030530j,"3,4,5-Trimethoxydihydrocinnamic acid",doi_name
10.1021/np030530j,Methyl 4-hydroxy-3-(3'-methyl-2'-hydroxy-3'-butenyl)benzoate,doi_name
10.1021/np030530j,"4-Hydroxy-(3',7'-dimethyl-1'-oxo-octa-2'-Z-6'-dienyl)benzoic acid",doi_name
10.1021/np030530j,"Methyl 2,2-dimethyl-1-oxo-2H-1-benzopyran-6-carboxylate",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin R",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin N",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin C",doi_name
10.1590/S0100-40422004000200005,Trans-3’-methylsulphonylallyl trans-cinnamate,doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl trisulphide,doi_name
10.1016/S0031-9422(01)00079-6,Benzylhydroxymethyl sulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dipropyl disulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl tetrasulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl disulphide,doi_name
10.1080/14786410903335232,"3,4,5-Triacetoxybenzoic acid",doi_name
10.1080/14786410903335232,n-Butyl gallate,doi_name
10.1080/14786410903335232,Isopropyl gallate,doi_name
10.1080/14786410903335232,n-Pentyl gallate,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-rutinoside,doi_name
10.1590/S0103-50532005000800008,Procyanidin B-3,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-D-glucopyranoside,doi_name
10.1590/S0103-50532005000800008,6-Hydroxy-rutin,doi_name
10.1590/S0103-50532005000800008,"Catechin, Ent-catechin",doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,doi_name
10.1590/S0103-50532005000800008,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,doi_name
10.1021/np030100t,Mangiferin,doi_name
10.1021/np030100t,Muraxanthone,doi_name
10.1021/np030100t,"2-(2'-O-trans-cinnamoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1021/np030100t,"2-(2'-O-transcoumaroyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1021/np030100t,"2-(2'-O-benzoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1016/j.phytochem.2006.06.004,"Rel. (+)-(7S,10S) 3,12-dihydroxycalamenene",doi_name
10.1016/j.phytochem.2006.06.004,"3,12-Dihydroxycadalene",doi_name
10.1016/j.phytochem.2006.06.004,"Rel-(+)-(7S,9R,10S)-3,9,12-trihydroxycalamenene",doi_name
10.1016/j.phytochem.2006.06.004,"3,11,12-Trihydroxycadalene",doi_name
10.1055/s-0029-1185364,Sesartemin,doi_name
10.1055/s-0029-1185364,Isoswertisin-2''α1-L-rhamnoside,doi_name
10.1055/s-0029-1185364,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside,doi_name
10.1055/s-0029-1185364,2-Episesalatin,doi_name
10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman- 6-yl)-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)- phenyl]propan-1-one",doi_name
10.1021/np500453x,"1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,6- trihydroxyphenyl]-3-(4-hydroxyphenyl)propan-1-one",doi_name
10.1021/np500453x,"1- (5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(2,2-dimethylchroman- 6-yl)propan-1-one",doi_name
10.1590/S0103-50532007000700017,"3,4,5-Trimethoxyphenyl-1-O-β-D-(5-O-syringoyl)-apiofuranosyl-(1→6)-β-D-glucopyranoside",doi_name
10.1590/S0103-50532007000700017,Chlorogenic acid,doi_name
10.1055/s-0028-1088323,Piscidinol A,doi_name
10.1055/s-0028-1088323,cryptomeridiol,doi_name
10.1055/s-0028-1088323,"3,11-dioxoolean-12-en-28- onic acid",doi_name
10.1055/s-0028-1088323,Nilocetin,doi_name
10.1055/s-0028-1088323,Hispidol A,doi_name
10.1055/s-0028-1088323,Pentaol,doi_name
10.1055/s-0028-1088323,Iso-odoratol,doi_name
10.1055/s-0028-1088323,Oleanonic acid,doi_name
10.1002/jobm.200800093,"Pimara-7,15-dien-3β-ol",doi_name
10.1002/jobm.200800093,Dimethyl terephthalate,doi_name
10.1002/jobm.200800093,8-hydroxy-6-methoxy-3-methylisocoumarin,doi_name
10.1002/jobm.200800093,Ergosterol peroxide,doi_name
10.1016/S0031-9422(00)00226-0,"8,9-dihydropiplartine; N-(12,13,14-trimethoxydihydrocinnamoyl)-Δ3-pyridin-2-one",doi_name
10.1016/S0031-9422(00)00226-0,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine",doi_name
10.1016/S0031-9422(00)00226-0,"4,5-dihydropiperlonguminine; Piperlonguminine",doi_name
10.1016/S0031-9422(00)00226-0,(E)-piplartine,doi_name
10.1016/S0031-9422(00)00226-0,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide",doi_name
10.1016/S0031-9422(00)00226-0,"(Z)-piplartine; 8(Z)-N-(12,13, 14-trimethoxycinnamoyl)- 3-pyridin-2-one",doi_name
10.1016/S0031-9422(00)00226-0,Piperine,doi_name
10.1016/S0031-9422(00)00226-0,Pellitorine,doi_name
10.1590/S0103-50532005000800025,fraxinellonone,doi_name
10.1590/S0103-50532005000800025,epoxy-fraxinellone,doi_name
10.1021/jf00030a035,"5-[8(Z),11(Z),14-pentadecatrienyl]resorcinol",doi_name
10.1021/jf00030a035,5-[8(Z)-pentadecenyl]resorcinol,doi_name
10.1021/jf00030a035,6-[8(Z)-pentadecenyl]salicylic acid,doi_name
10.1021/jf00030a035,2-methyl-5-[8(Z)-pentadecenyl]resorcinol,doi_name
10.1021/jf00030a035,5-pentadecylresorcinol,doi_name
10.1021/jf00030a035,"2-methyl-5-[8(Z),11(Z),14-pentadecatrienyl]resorcinol",doi_name
10.1021/jf00030a035,"6-[8(Z),11(Z),14-pentadecatrienyl]salicylic acid",doi_name
10.1021/jf00030a035,6-pentadecylsalicylic acid,doi_name
10.1021/jf00030a035,"6-[ 8(Z),11(Z) -pentadecadienyl] salicylic acid",doi_name
10.1021/jf00030a035,"2-methyl-5-[8(Z),11(Z)-pentadecadienyl]resorcinol",doi_name
10.1590/S0100-40422008000400005,2-phenyl-4H-chromen-4-one,doi_name
10.1590/S0100-40422008000400005,5-hydroxyflavone,doi_name
10.1590/S0100-40422008000400005,β-Sitosterol benzoate,doi_name
10.1590/S1519-566X2008000600013,24-methylenecycloartan-3b-ol,doi_name
10.1590/S1519-566X2008000600013,"24-methylene-3,22-dihydroxycholesterol",doi_name
10.1590/S0100-40422008000400023,3-O-β-D-(6’-methyl)-glucopyranosyl-28-O-β-D-glucopyranosyl-oleanate,doi_name
10.1590/S0100-40422008000400023,Oleanolic acid 3-sophoroside,doi_name
10.1155/2013/835081,urauchimycin B,doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4',5'-methylenedioxy-3,4,5,3'-tetramethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4,5,4',5'-dimethylenedioxy-3,3'-dimethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4-hydroxy-4',5'-methylenedioxy-3,5,3'-trimethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4'-hydroxy-3,4,5,3',5'-pentamethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-9-hydroxy-4',5'-methylenedioxy-3,4,5,3'-tetramethoxy-7,7'-epoxylignan",doi_name
10.1007/s10295-012-1165-2,"1-methoxy-3-hydroxy-3,10b-4,5a-diepoxy-8b-isobutyroyloxygermacr-11(13)-en-6a,12-olide",doi_name
10.1007/s10295-012-1165-2,Tagitinin C,doi_name
10.1021/np9703656,"N-[7-(3',4'-methylenedioxyphenyl)-2(Z),4(Z)-heptadienoyl]pyrrolidine",doi_name
10.1016/S0031-9422(03)00153-5,Secoxyloganin,doi_name
10.1016/S0031-9422(03)00153-5,7-Methoxydiderroside,doi_name
10.1016/S0031-9422(03)00153-5,Diderroside,doi_name
10.1002/ps.1278,Syringic acid,doi_name
10.1002/ps.1278,"2,4,6-trimethoxybenzoic acid",doi_name
10.1002/ps.1278,stachysterone,doi_name
10.1002/ps.1278,schaftoside,doi_name
10.1002/ps.1278,ellagic acid 4-O-α-L-rhamnopyranoside; eschweilenol C,doi_name
10.1002/ps.1278,polypodine B,doi_name
10.1002/ps.1278,5-hydroxymethyl- 2-furancarboxaldehyde; 5-hydroxymethyl-2-furfuraldehyde,doi_name
10.1002/ps.1278,Quercetin,doi_name
10.1002/ps.1278,"Quercitrin, 3-O-α-rhamnosylquercetin",doi_name
10.1002/ps.1278,arjunolic acid,doi_name
10.1002/ps.1278,carlinoside,doi_name
10.1590/S0102-695X2007000300003,Heveaflavone,doi_name
10.1590/S0102-695X2007000300003,Podocarpusflavone A,doi_name
10.1590/S0102-695X2007000300003,"Amentoflavone 7”,4”’-dimethyl ether",doi_name
10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside aldehyde,doi_name
10.1590/S0100-46702007000300002,N-acetylnonaine,doi_name
10.1590/S0073-47212009000100009,Ricinine,doi_name
10.1590/S0102-695X2010005000017,Nitensidine A,doi_name
10.1590/S0102-695X2010005000017,Nitensidine B,doi_name
10.1248/bpb.31.538,"Methyl-8-(ethanoyloxy)-2,2-dimethyl-2H-chromene-6-carboxylate",doi_name
10.1248/bpb.31.538,"(2S)-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,(2S)-8-Isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethyl-8-(3'-methylbut-2'-enyl)chroman-6-carboxylate",doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethylchroman-6-carboxylate",doi_name
10.1248/bpb.31.538,Gaudichaudianic acid; (2S)-2-methyl-2-(4'methyl-3'-pentenyl)-8-(3''-methyl-2-butenyl)- 2H-1-benzopyran-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"2,2-dimethyl-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,"(2S)-Methyl-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylate",doi_name
10.1016/S0031-9422(01)00431-9,"Methyl (E)-6,7,8-trimethoxycinnamate",doi_name
10.1016/S0031-9422(01)00431-9,Arboreumine,doi_name
10.1016/S0031-9422(01)00431-9,Fagaramide,doi_name
10.1016/S0031-9422(01)00431-9,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,"Methyl 6,7,8-trimethoxydihydrocinnamate",doi_name
10.1016/S0031-9422(01)00431-9,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine",doi_name
10.1590/S0100-40422002000300002,"2α,3α-Dihydroxy-urs-12-en-28-oic acid",doi_name
10.1021/np0103970,"21α,25-dimethylmelianodiol",doi_name
10.1021/np0103970,"21β,25-dimethylmelianodiol",doi_name
10.1016/j.phytochem.2008.01.006,"Afzelin, 3-O-α-rhamnosyl kaempferol",doi_name
10.1016/j.phytochem.2008.01.006,Kaempferol,doi_name
10.1016/j.phytochem.2008.01.006,Pterogynoside; Kaempferol-3-O-(3''-O-4'''-methylgallate-α-L-rhamnoside),doi_name
10.1016/j.phytochem.2008.01.006,Kaempferitrin,doi_name
10.1590/S0103-50532005000800029,"Ethyl 2,4-dihydroxy-5,6-dimethylbenzoate",doi_name
10.1590/S0103-50532005000800029,2-hydroxyphenylacetic acid,doi_name
10.1590/S0103-50532005000800029,Phomopsilactone,doi_name
10.1016/j.phytochem.2005.04.043,(2'S)-2-(propan-2'-ol)-5-hydroxy-benzopyran-4-one,doi_name
10.1016/j.phytochem.2005.04.043,2-Methyl-5-methoxy-benzopyran-4-one,doi_name
10.1016/j.bmc.2010.12.056,"3,4-dihydro-3,5,8-trihydroxy-6-methoxy-2,2,7-trimethyl-2Hpyrano[ 2,3-a]acridin-12(7H)-one",doi_name
10.1016/j.bmc.2010.12.056,Citrusinine-I,doi_name
10.1016/j.bmc.2010.12.056,Citrusinine-II,doi_name
10.1016/j.bmc.2010.12.056,Glycocitrine-IV,doi_name
10.1016/j.bmc.2010.12.056,Glycocitrine-I,doi_name
10.1016/j.bmc.2010.12.056,"1,3,5-trihydroxy-4-methoxy-10-methyl- 2,8-bis(3-methylbut-2-enyl)acridin-9(10H)-one",doi_name
10.1016/j.bmc.2010.12.056,"1,3,5-trihydroxy- 2,8-bis(3-methylbut-2-enyl)-10-methyl-9-acridone",doi_name
10.1590/S0100-40422010000900005,ω-fenil alcanoic acid,doi_name
10.1590/S0100-40422010000900005,Alkenoic acid,doi_name
10.1016/S0031-9422(97)00238-0,α-Gardiol,doi_name
10.1016/S0031-9422(97)00238-0,Ferulic acid,doi_name
10.1016/S0031-9422(97)00238-0,β-Gardiol,doi_name
10.1021/np060254j,(+)-11α-Hydroxyerythravine,doi_name
10.1021/np060254j,(+)-α-Hydroxyerysotrine,doi_name
10.1107/S1600536803019913,Skimmianine,doi_name
10.5935/0103-5053.19960024,Apodanthoside,doi_name
10.5935/0103-5053.19960024,Galioside aglicone,doi_name
10.5935/0103-5053.19960024,Teucrein,doi_name
10.5935/0103-5053.19960024,Galioside,doi_name
10.1590/S0100-40422005000400009,28-O-β-D-glucopyranosyl quinovic acid,doi_name
10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl quinovic acid,doi_name
10.1021/np800106x,6α-acetoxymanoyl oxide,doi_name
10.1021/np800106x,6α-malonyloxy-n-butyl ester manoyl oxide,doi_name
10.1021/np800106x,6α-malonyloxymanoyl oxide,doi_name
10.5935/0103-5053.19930018,"3',4',5',5,7,8-hexamethoxyflavone",doi_name
10.1016/j.bse.2006.06.007,"(4R)-4,8-dihydroxy-α-tetralone",doi_name
10.1016/j.bse.2006.06.007,(-) Cis-4-hydroxy-6-deoxyscytalone,doi_name
